,invoice,stockcode,description,quantity,invoicedate,price,customerid,country,segment
24,C489503,21533,RETRO SPOT LARGE MILK JUG,-1,2009-12-01 11:04:00,4.95,16011,United Kingdom,Champions
25,C489504,85083,KISS REINDEER SCANDINAVIAN STOCKING,-6,2009-12-01 11:10:00,2.55,13916,United Kingdom,Needs Attention
26,C489518,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,-2,2009-12-01 11:35:00,12.75,15461,United Kingdom,At Risk
27,C489518,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2009-12-01 11:35:00,7.95,15461,United Kingdom,At Risk
28,C489518,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2009-12-01 11:35:00,4.95,15461,United Kingdom,At Risk
29,C489524,21258,VICTORIAN SEWING BOX LARGE,-1,2009-12-01 11:48:00,12.75,15614,United Kingdom,Needs Attention
30,C489527,21041,RED SPOTTY OVEN GLOVE DOUBLE,-3,2009-12-01 11:50:00,2.95,16128,United Kingdom,Champions
31,C489527,21173,LOO ROLL  METAL SIGN ,-12,2009-12-01 11:50:00,1.65,16128,United Kingdom,Champions
32,C489527,85124A,PINK JUICY FRUIT PHOTO FRAME,-6,2009-12-01 11:50:00,2.55,16128,United Kingdom,Champions
33,C489528,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2009-12-01 11:50:00,7.95,16714,United Kingdom,Needs Attention
34,C489530,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,-1,2009-12-01 11:56:00,4.25,14748,United Kingdom,Champions
35,C489534,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,-1,2009-12-01 12:09:00,5.95,12615,France,Champions
36,C489535,D,Discount,-1,2009-12-01 12:11:00,9.0,15299,United Kingdom,Loyal Customers
37,C489535,D,Discount,-1,2009-12-01 12:11:00,19.0,15299,United Kingdom,Loyal Customers
38,C489538,22183,CAKE STAND VICTORIAN FILIGREE MED,-4,2009-12-01 12:18:00,6.75,15796,United Kingdom,Champions
39,C489538,POST,POSTAGE,-1,2009-12-01 12:18:00,9.58,15796,United Kingdom,Champions
40,C489541,21254,SET OF KITCHEN WALL  STICKERS,-4,2009-12-01 12:18:00,2.95,15091,United Kingdom,Needs Attention
41,C489543,35400,WOODEN BOX ADVENT CALENDAR ,-2,2009-12-01 12:19:00,8.95,14292,United Kingdom,Champions
42,C489549,35400,WOODEN BOX ADVENT CALENDAR ,-2,2009-12-01 12:33:00,7.95,13768,United Kingdom,At Risk
43,C489551,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2009-12-01 12:35:00,6.95,17641,United Kingdom,
44,C489553,35004S,SET OF 3 SILVER FLYING DUCKS,-1,2009-12-01 12:41:00,6.35,13545,United Kingdom,At Risk
45,C489553,35001W,HAND OPEN SHAPE DECO.WHITE,-6,2009-12-01 12:41:00,3.49,13545,United Kingdom,At Risk
46,C489554,85042,ANTIQUE LILY FAIRY LIGHTS,-3,2009-12-01 12:43:00,4.25,13767,United Kingdom,Champions
47,C489554,35001B,HAND OPEN SHAPE BLACK,-2,2009-12-01 12:43:00,2.95,13767,United Kingdom,Champions
48,C489555,21260,FIRST AID TIN,-6,2009-12-01 12:44:00,3.25,16955,United Kingdom,Loyal Customers
49,C489563,90088,CRYSTAL KEY+LOCK PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
50,C489563,90090,PINK CRYSTAL HEART PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
51,C489563,90084,PINK CRYSTAL GUITAR PHONE CHARM,-12,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
52,C489563,90093,CLEAR CRYSTAL STAR PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
53,C489563,90085,CRYSTAL STILETTO PHONE CHARM,-81,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
54,C489563,90092,BLUE CRYSTAL BOOT PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
55,C489563,90087,CRYSTAL SEA HORSE PHONE CHARM,-48,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
56,C489563,90092,BLUE CRYSTAL BOOT PHONE CHARM,-3,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
57,C489563,90090,PINK CRYSTAL HEART PHONE CHARM,-12,2009-12-01 13:09:00,0.85,13526,United Kingdom,At Risk
58,C489565,90125A,PINK BERTIE GLASS BEAD BAG CHARM,-12,2009-12-01 13:14:00,2.1,13526,United Kingdom,At Risk
59,C489568,22107,PIZZA PLATE IN BOX,-1,2009-12-01 13:20:00,3.75,15005,United Kingdom,Champions
60,C489568,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2009-12-01 13:20:00,5.95,15005,United Kingdom,Champions
61,C489568,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2009-12-01 13:20:00,4.95,15005,United Kingdom,Champions
62,C489568,21218,RED SPOTTY BISCUIT TIN,-1,2009-12-01 13:20:00,3.75,15005,United Kingdom,Champions
63,C489570,79323W, WHITE CHERRY LIGHTS,-1,2009-12-01 13:28:00,6.75,15967,United Kingdom,Champions
64,C489570,15056N,EDWARDIAN PARASOL NATURAL,-1,2009-12-01 13:28:00,5.95,15967,United Kingdom,Champions
65,C489570,85103, SILVER T-LIGHT SETTING,-1,2009-12-01 13:28:00,6.75,15967,United Kingdom,Champions
66,C489570,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,-1,2009-12-01 13:28:00,2.95,15967,United Kingdom,Champions
67,C489577,37503,TEA TIME CAKE STAND IN GIFT BOX,-3,2009-12-01 13:38:00,9.95,14030,United Kingdom,Champions
68,C489577,22127,PARTY CONES CARNIVAL ASSORTED,-48,2009-12-01 13:38:00,1.25,14030,United Kingdom,Champions
69,C489577,37501,TEA TIME TEA SET IN GIFT BOX,-1,2009-12-01 13:38:00,6.95,14030,United Kingdom,Champions
70,C489578,21481,FAWN BLUE HOT WATER BOTTLE,-1,2009-12-01 13:40:00,2.95,17091,United Kingdom,Champions
71,C489583,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,-1,2009-12-01 13:47:00,4.25,14621,United Kingdom,Champions
72,C489583,72802C,VANILLA SCENT CANDLE JEWELLED BOX,-1,2009-12-01 13:47:00,4.25,14621,United Kingdom,Champions
73,C489583,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-2,2009-12-01 13:47:00,4.25,14621,United Kingdom,Champions
74,C489583,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2009-12-01 13:47:00,6.35,14621,United Kingdom,Champions
75,C489587,21639,ASSORTED TUTTI FRUTTI KEYRING,-5,2009-12-01 13:52:00,0.85,16422,United Kingdom,Champions
76,C489588,79323P,PINK CHERRY LIGHTS,-2,2009-12-01 14:01:00,6.75,13711,United Kingdom,Loyal Customers
77,C489588,79323GR,GREEN CHERRY LIGHTS,-2,2009-12-01 14:01:00,6.75,13711,United Kingdom,Loyal Customers
78,C489588,22120,WELCOME  WOODEN BLOCK LETTERS,-1,2009-12-01 14:01:00,9.95,13711,United Kingdom,Loyal Customers
79,C489589,21535,RETRO SPOT SMALL MILK JUG,-1,2009-12-01 14:02:00,2.55,16150,United Kingdom,Champions
80,C489589,22073,RETRO SPOT STORAGE JAR,-1,2009-12-01 14:02:00,3.75,16150,United Kingdom,Champions
81,C489591,79323B,BLACK CHERRY LIGHTS,-3,2009-12-01 14:17:00,5.45,12921,United Kingdom,Champions
82,C489592,22301,COFFEE MUG CAT + BIRD DESIGN,-2,2009-12-01 14:19:00,2.55,18287,United Kingdom,Loyal Customers
83,C489595,21752,GLASS CAKE STAND MIRRORED BASE,-1,2009-12-01 14:20:00,14.95,15254,United Kingdom,Needs Attention
84,C489605,21257,VICTORIAN SEWING BOX MEDIUM,-2,2009-12-01 14:47:00,7.95,14558,United Kingdom,At Risk
85,C489610,21364,PEACE SMALL WOOD LETTERS,-1,2009-12-01 14:52:00,6.75,17485,United Kingdom,
86,C489610,22164,STRING OF STARS CARD HOLDER,-1,2009-12-01 14:52:00,2.95,17485,United Kingdom,
87,C489610,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-3,2009-12-01 14:52:00,1.25,17485,United Kingdom,
88,C489610,20682,RED SPOTTY CHILDS UMBRELLA,-1,2009-12-01 14:52:00,3.25,17485,United Kingdom,
89,C489610,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2009-12-01 14:52:00,2.95,17485,United Kingdom,
90,C489610,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2009-12-01 14:52:00,4.95,17485,United Kingdom,
91,C489632,20814,SILVER FINCH DECORATION,-12,2009-12-01 15:18:00,1.25,13381,United Kingdom,Champions
92,C489632,20814,SILVER FINCH DECORATION,-1,2009-12-01 15:18:00,1.25,13381,United Kingdom,Champions
93,C489636,21576,LETS GO SHOPPING COTTON TOTE BAG,-2,2009-12-01 15:34:00,2.25,17345,United Kingdom,Champions
94,C489636,21579,LOLITA  DESIGN  COTTON TOTE BAG,-1,2009-12-01 15:34:00,2.25,17345,United Kingdom,Champions
95,C489636,21578,WOODLAND DESIGN  COTTON TOTE BAG,-2,2009-12-01 15:34:00,2.25,17345,United Kingdom,Champions
96,C489636,22142,CHRISTMAS CRAFT WHITE FAIRY ,-2,2009-12-01 15:34:00,1.45,17345,United Kingdom,Champions
97,C489636,22145,CHRISTMAS CRAFT HEART STOCKING ,-2,2009-12-01 15:34:00,2.1,17345,United Kingdom,Champions
98,C489636,22144,CHRISTMAS CRAFT LITTLE FRIENDS,-1,2009-12-01 15:34:00,2.1,17345,United Kingdom,Champions
99,C489636,21329,DINOSAURS  WRITING SET ,-8,2009-12-01 15:34:00,1.65,17345,United Kingdom,Champions
100,C489636,21330,WOODLAND ANIMAL  WRITING SET ,-9,2009-12-01 15:34:00,1.65,17345,United Kingdom,Champions
101,C489636,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4,2009-12-01 15:34:00,3.75,17345,United Kingdom,Champions
102,C489636,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-3,2009-12-01 15:34:00,2.95,17345,United Kingdom,Champions
103,C489636,21577,SAVE THE PLANET COTTON TOTE BAG,-1,2009-12-01 15:34:00,2.25,17345,United Kingdom,Champions
104,C489643,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,-1,2009-12-01 16:26:00,3.25,15750,United Kingdom,Champions
105,C489643,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",-1,2009-12-01 16:26:00,9.95,15750,United Kingdom,Champions
106,C489643,84839,SWEETHEART KEY CABINET,-2,2009-12-01 16:26:00,6.75,15750,United Kingdom,Champions
107,C489643,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,2009-12-01 16:26:00,1.65,15750,United Kingdom,Champions
108,C489643,47594B,SCOTTIES DESIGN WASHBAG,-1,2009-12-01 16:26:00,1.95,15750,United Kingdom,Champions
109,C489651,M,Manual,-1,2009-12-01 16:48:00,5.1,17804,United Kingdom,At Risk
110,C489685,POST,POSTAGE,-1,2009-12-02 10:28:00,18.0,12523,France,Champions
111,C489685,21843,RETRO SPOT CAKE STAND,-1,2009-12-02 10:28:00,10.95,12523,France,Champions
112,C489686,79191C,RETRO PLASTIC ELEPHANT TRAY,-2,2009-12-02 10:34:00,0.85,17019,United Kingdom,Champions
113,C489689,21843,RETRO SPOT CAKE STAND,-2,2009-12-02 10:46:00,10.95,15353,United Kingdom,Loyal Customers
114,C489713,21094,SET/6 RED SPOTTY PAPER PLATES,-150,2009-12-02 10:55:00,0.64,12755,Japan,Loyal Customers
115,C489713,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,-18,2009-12-02 10:55:00,2.75,12755,Japan,Loyal Customers
116,C489713,22070,SMALL RETRO SPOT MUG IN BOX  RED,-23,2009-12-02 10:55:00,2.75,12755,Japan,Loyal Customers
117,C489771,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-02 11:36:00,2.95,13623,United Kingdom,Loyal Customers
118,C489799,21929,JUMBO BAG PINK VINTAGE PAISLEY,-2,2009-12-02 12:23:00,1.95,13070,United Kingdom,Needs Attention
119,C489799,20711,JUMBO BAG TOYS ,-2,2009-12-02 12:23:00,1.95,13070,United Kingdom,Needs Attention
120,C489803,21843,RETRO SPOT CAKE STAND,-1,2009-12-02 12:34:00,10.95,16797,United Kingdom,Needs Attention
121,C489813,84472,PINK AND LILAC QUILTED THROW ,-1,2009-12-02 13:02:00,45.95,17867,United Kingdom,Champions
122,C489813,84622,PINK GINGHAM ROSE CUSHION COVER,-1,2009-12-02 13:02:00,5.95,17867,United Kingdom,Champions
123,C489828,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-2,2009-12-02 13:53:00,4.25,13313,United Kingdom,Champions
124,C489858,22198,"POPCORN HOLDER , LARGE",-7,2009-12-02 14:43:00,1.65,12471,Germany,Champions
125,C489858,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-3,2009-12-02 14:43:00,2.95,12471,Germany,Champions
126,C489911,85232A,SET/3 POLKA DOT STACKING TINS,-6,2009-12-03 10:26:00,4.95,12705,Germany,Champions
127,C489911,21491,SET OF THREE VINTAGE GIFT WRAPS,-3,2009-12-03 10:26:00,1.95,12705,Germany,Champions
128,C489911,21432,SET OF 3 CASES WOODLAND DESIGN,-1,2009-12-03 10:26:00,5.95,12705,Germany,Champions
129,C489955,20870,OPULENT VELVET CANDLE IN BOX,-1,2009-12-03 10:57:00,2.1,12484,Spain,Champions
130,C489955,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-03 10:57:00,1.25,12484,Spain,Champions
131,C489958,22044,CHRISTMAS CARD STACK OF PRESENTS,-1,2009-12-03 10:58:00,0.42,14895,United Kingdom,Champions
132,C489958,85069,CREAM SWEETHEART DOUBLE SHELF,-3,2009-12-03 10:58:00,16.95,14895,United Kingdom,Champions
133,C489973,21232,STRAWBERRY CERAMIC TRINKET BOX,-6,2009-12-03 11:03:00,1.25,17865,United Kingdom,Champions
134,C489973,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2009-12-03 11:03:00,2.95,17865,United Kingdom,Champions
135,C490051,22215,CAKE STAND WHITE TWO TIER LACE,-2,2009-12-03 13:06:00,8.5,16163,United Kingdom,Needs Attention
136,C490051,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2009-12-03 13:06:00,9.95,16163,United Kingdom,Needs Attention
137,C490076,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-1,2009-12-03 14:43:00,4.95,13001,United Kingdom,Champions
138,C490096,20726,LUNCH BAG WOODLAND,-1,2009-12-03 16:06:00,1.65,13457,United Kingdom,At Risk
139,C490098,21868,POTTING SHED TEA MUG,-5,2009-12-03 16:11:00,1.25,17576,United Kingdom,Champions
140,C490117,POST,POSTAGE,-1,2009-12-03 17:38:00,2.99,16570,United Kingdom,Champions
141,C490117,22258,FELT FARM ANIMAL RABBIT,-48,2009-12-03 17:38:00,1.25,16570,United Kingdom,Champions
142,C490120,POST,POSTAGE,-2,2009-12-03 17:52:00,18.0,14277,France,Champions
143,C490120,21092,SET/6 STRAWBERRY PAPER PLATES,-12,2009-12-03 17:52:00,0.85,14277,France,Champions
144,C490120,21099,SET/6 STRAWBERRY PAPER CUPS,-12,2009-12-03 17:52:00,0.65,14277,France,Champions
145,C490120,21094,SET/6 RED SPOTTY PAPER PLATES,-12,2009-12-03 17:52:00,0.85,14277,France,Champions
146,C490120,21080,SET/20 RED SPOTTY PAPER NAPKINS ,-12,2009-12-03 17:52:00,0.85,14277,France,Champions
147,C490120,21086,SET/6 RED SPOTTY PAPER CUPS,-12,2009-12-03 17:52:00,0.65,14277,France,Champions
148,C490120,21121,SET/10 RED SPOTTY PARTY CANDLES,-24,2009-12-03 17:52:00,1.25,14277,France,Champions
149,C490120,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,-12,2009-12-03 17:52:00,2.55,14277,France,Champions
150,C490120,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,-6,2009-12-03 17:52:00,2.55,14277,France,Champions
151,C490120,21212,PACK OF 72 RETRO SPOT CAKE CASES,-24,2009-12-03 17:52:00,0.55,14277,France,Champions
152,C490120,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,-6,2009-12-03 17:52:00,3.75,14277,France,Champions
153,C490120,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,-6,2009-12-03 17:52:00,3.75,14277,France,Champions
154,C490120,22333,RETRO SPORT PARTY BAG + STICKER SET,-16,2009-12-03 17:52:00,1.65,14277,France,Champions
155,C490120,20682,RED SPOTTY CHILDS UMBRELLA,-6,2009-12-03 17:52:00,3.25,14277,France,Champions
156,C490120,20681,PINK SPOTTY CHILDS UMBRELLA,-6,2009-12-03 17:52:00,3.25,14277,France,Champions
157,C490120,21889,WOODEN BOX OF DOMINOES,-12,2009-12-03 17:52:00,1.25,14277,France,Champions
158,C490120,22331,WOODLAND PARTY BAG + STICKER SET,-8,2009-12-03 17:52:00,1.65,14277,France,Champions
159,C490120,22138,BAKING SET 9 PIECE RETROSPOT ,-9,2009-12-03 17:52:00,4.95,14277,France,Champions
160,C490122,21432,SET OF 3 CASES WOODLAND DESIGN,-1,2009-12-03 17:59:00,5.95,16549,United Kingdom,Champions
161,C490122,21540,DAIRY MAID CERAMIC BUTTER DISH,-1,2009-12-03 17:59:00,4.25,16549,United Kingdom,Champions
162,C490126,M,Manual,-1,2009-12-03 18:12:00,5.95,15884,United Kingdom,At Risk
163,C490129,M,Manual,-1,2009-12-03 18:26:00,1998.49,15482,United Kingdom,Champions
164,C490131,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,-12,2009-12-03 18:29:00,1.25,17663,United Kingdom,Champions
165,C490133,72045D,ROSES ON BLUE TEACUP CANDLE ,-504,2009-12-03 18:36:00,1.69,17949,United Kingdom,Champions
166,C490133,20971,PINK BLUE FELT CRAFT TRINKET BOX,-600,2009-12-03 18:36:00,1.06,17949,United Kingdom,Champions
167,C490133,21314,SMALL GLASS HEART TRINKET POT,-504,2009-12-03 18:36:00,1.85,17949,United Kingdom,Champions
168,C490133,21314,SMALL GLASS HEART TRINKET POT,-252,2009-12-03 18:36:00,1.85,17949,United Kingdom,Champions
169,C490133,21314,SMALL GLASS HEART TRINKET POT,-246,2009-12-03 18:36:00,1.85,17949,United Kingdom,Champions
170,C490148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2009-12-04 09:37:00,2.95,16961,United Kingdom,Needs Attention
171,C490153,21265,PINK GOOSE FEATHER TREE 60CM,-1,2009-12-04 10:10:00,9.95,12525,France,At Risk
172,C490153,21527,RETRO SPOT TRADITIONAL TEAPOT ,-2,2009-12-04 10:10:00,7.95,12525,France,At Risk
173,C490153,22180,RETRO SPOT LAMP,-2,2009-12-04 10:10:00,9.95,12525,France,At Risk
174,C490155,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2009-12-04 10:28:00,5.95,14221,United Kingdom,Champions
175,C490251,84081,WHITE CERAMIC PARTY SET (5PCS),-1,2009-12-04 12:29:00,4.25,16541,United Kingdom,At Risk
176,C490269,78056,CAMOUFLAGE BACKPACK ON WHEELS,-1,2009-12-04 12:33:00,8.5,14527,United Kingdom,Champions
177,C490269,21539,RETRO SPOTS BUTTER DISH,-1,2009-12-04 12:33:00,4.95,14527,United Kingdom,Champions
178,C490283,22072,TEA CUP AND SAUCER RETRO SPOT,-1,2009-12-04 12:49:00,3.75,12349,Italy,Champions
179,C490283,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-04 12:49:00,2.95,12349,Italy,Champions
180,C490283,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2009-12-04 12:49:00,1.25,12349,Italy,Champions
181,C490283,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-04 12:49:00,1.25,12349,Italy,Champions
182,C490283,20747,PICCADILLY TEA SET,-1,2009-12-04 12:49:00,14.95,12349,Italy,Champions
183,C490296,POST,POSTAGE,-1,2009-12-04 13:51:00,28.0,12510,Spain,Loyal Customers
184,C490306,21989,PACK OF 20 SKULL PAPER NAPKINS,-36,2009-12-04 14:40:00,0.85,17193,United Kingdom,Loyal Customers
185,C490309,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2009-12-04 14:56:00,4.95,15767,United Kingdom,
186,C490343,21634,ASSORTED MINI MADRAS NOTEBOOK,-24,2009-12-04 15:48:00,1.25,14087,United Kingdom,Loyal Customers
187,C490348,90002E,FLOWER BURST SILVER RING GREEN,-1,2009-12-04 16:22:00,3.75,17884,United Kingdom,Champions
188,C490348,90040C,MURANO STYLE GLASS BRACELET GOLD,-3,2009-12-04 16:22:00,3.5,17884,United Kingdom,Champions
189,C490348,90040A,MURANO STYLE GLASS BRACELET RED,-3,2009-12-04 16:22:00,3.5,17884,United Kingdom,Champions
190,C490350,90002E,FLOWER BURST SILVER RING GREEN,-2,2009-12-04 16:24:00,3.75,17884,United Kingdom,Champions
191,C490358,21527,RETRO SPOT TRADITIONAL TEAPOT ,-6,2009-12-04 16:51:00,7.95,18225,United Kingdom,Champions
192,C490358,85066,CREAM SWEETHEART MINI CHEST,-3,2009-12-04 16:51:00,10.95,18225,United Kingdom,Champions
193,C490358,21535,RETRO SPOT SMALL MILK JUG,-2,2009-12-04 16:51:00,2.55,18225,United Kingdom,Champions
194,C490358,21539,RETRO SPOTS BUTTER DISH,-1,2009-12-04 16:51:00,4.95,18225,United Kingdom,Champions
195,C490358,21258,VICTORIAN SEWING BOX LARGE,-5,2009-12-04 16:51:00,10.95,18225,United Kingdom,Champions
196,C490402,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-1,2009-12-06 10:57:00,6.35,15059,United Kingdom,Champions
197,C490460,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-2,2009-12-06 12:06:00,6.35,15059,United Kingdom,Champions
198,C490462,21843,RETRO SPOT CAKE STAND,-1,2009-12-06 12:09:00,10.95,13736,United Kingdom,Loyal Customers
199,C490469,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,-1,2009-12-06 12:23:00,16.95,16395,United Kingdom,Champions
200,C490469,90195A,PURPLE GEMSTONE BRACELET,-3,2009-12-06 12:23:00,8.95,16395,United Kingdom,Champions
201,C490469,84466,TOP SECRET PEN SET,-1,2009-12-06 12:23:00,1.25,16395,United Kingdom,Champions
202,C490469,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2009-12-06 12:23:00,6.95,16395,United Kingdom,Champions
203,C490475,21826,EIGHT PIECE DINOSAUR SET,-12,2009-12-06 12:34:00,1.25,16395,United Kingdom,Champions
204,C490480,22187,GREEN CHRISTMAS TREE CARD HOLDER,-2,2009-12-06 12:46:00,4.25,14717,United Kingdom,At Risk
205,C490492,90121B,VINTAGE ROSE BEAD BRACELET BLUE,-3,2009-12-06 13:20:00,4.25,15751,United Kingdom,Needs Attention
206,C490495,84968B,S/16 VINTAGE IVORY CUTLERY,-1,2009-12-06 13:38:00,12.75,17848,United Kingdom,Champions
207,C490497,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2009-12-06 13:41:00,6.35,17969,United Kingdom,Loyal Customers
208,C490498,37483,ENGLISH ROSE MUG IN GIFT BOX,-1,2009-12-06 13:43:00,2.55,15547,United Kingdom,Champions
209,C490507,22187,GREEN CHRISTMAS TREE CARD HOLDER,-2,2009-12-06 14:12:00,4.25,14606,United Kingdom,Champions
210,C490507,21950,SET OF 6 DOTS CHOPSTICKS,-1,2009-12-06 14:12:00,1.25,14606,United Kingdom,Champions
211,C490507,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2009-12-06 14:12:00,1.49,14606,United Kingdom,Champions
212,C490509,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2009-12-06 14:34:00,8.5,15822,United Kingdom,Loyal Customers
213,C490509,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-2,2009-12-06 14:34:00,7.95,15822,United Kingdom,Loyal Customers
214,C490510,47589,CONGRATULATIONS BUNTING,-3,2009-12-06 14:37:00,5.45,13211,United Kingdom,Champions
215,C490510,20973,12 PENCIL SMALL TUBE WOODLAND,-1,2009-12-06 14:37:00,0.65,13211,United Kingdom,Champions
216,C490513,85043,RED HEART CANDY POP LIGHTS,-1,2009-12-06 14:58:00,4.95,17610,United Kingdom,Needs Attention
217,C490513,79340W,WHITE ORCHID FLOWER LIGHTS,-1,2009-12-06 14:58:00,7.95,17610,United Kingdom,Needs Attention
